title,authors,isbn13,# num_pages,average_rating,ratings_count,text_reviews_count,book_rating_count,book_review_count,clusters
English Passengers,Matthew Kneale,9780385497442,446,4.06,4713,398,5456,494,2
English Passengers,Matthew Kneale,9780140285215,462,4.06,509,64,5456,494,2
Runaway,Alice Munro,9781400077915,335,3.98,15269,1476,17857,1878,2
Selected Stories,Alice Munro,9780679766742,688,4.29,5636,283,5999,317,4
Runaway,Alice Munro,9781400042814,335,3.98,618,115,17857,1878,2
Lives of Girls and Women,Alice Munro,9780375707490,277,3.99,8085,519,9160,678,2
Open Secrets,Alice Munro,9780679755623,304,4.08,3916,283,4413,347,4
Pastoralia,George Saunders,9780747553861,188,4.11,12763,860,15931,1297,4
Pastoralia,George Saunders,9780747553861,188,4.11,12763,860,15932,1297,4
The Greenlanders,Jane Smiley,9781400095469,608,3.89,1921,296,2049,309,2
The Autograph Man,Zadie Smith,9780140276343,420,3.15,501,62,10225,685,7
Going Native,Stephen Wright,9781400079421,320,3.56,570,60,662,77,7
Stranger In A Strange Land,Robert A. Heinlein,9780340837955,672,3.92,563,50,246629,6967,2
Rain of Gold,Victor Villaseñor,9780385311779,576,4.48,5673,605,5950,644,4
Einstein's Dreams,Alan Lightman,9781400077809,144,4.07,24345,2472,26938,2827,4
Lord of the Flies,William Golding,9780399529016,200,3.67,117,15,1840595,30634,5
Lord of the Flies,William Golding,9780399529016,200,3.67,117,15,1841591,30660,5
Lord of the Flies,William Golding,9780399529016,200,3.67,117,15,1841607,30660,5
Lord of the Flies,William Golding,9780399529016,200,3.67,117,15,1841763,30664,5
The Inheritors,William Golding,9780156443791,240,3.53,2681,257,3082,318,7
The Mind Parasites,Colin Wilson,9780974935997,240,3.79,888,86,1120,122,2
Neverwhere,Neil Gaiman,9780747266686,372,4.18,1067,107,351462,18500,6
Neverwhere,Neil Gaiman,9780747266686,372,4.18,1067,107,351773,18512,6
Marjorie Morningstar,Herman Wouk,9780316955133,565,3.98,6360,546,6664,609,2
Echo,Francesca Lia Block,9780064407441,215,3.87,4839,231,4952,248,2
East Wind: West Wind,Pearl S. Buck,9781559210867,288,4,3102,172,4447,324,2
The God Delusion,Richard Dawkins,9780618680009,374,3.9,187183,6070,199148,7401,2
The God Delusion,Richard Dawkins,9780618680009,374,3.9,187183,6070,199273,7406,2
Davita's Harp,Chaim Potok,9780449911839,371,3.98,4869,303,5150,335,2
Neuromancer,William Gibson,9780441012039,384,3.89,1617,175,223594,7546,2
Neuromancer,William Gibson,9780441012039,384,3.89,1617,175,223729,7546,2
A Scanner Darkly,Philip K. Dick,9780575076815,219,4.02,65288,1819,71251,2581,2
Midnight's Children,Salman Rushdie,9780099578512,647,3.99,83826,4271,91863,5438,2
Midnight's Children,Salman Rushdie,9780099578512,647,3.99,83826,4271,91901,5440,2
Midnight's Children,Salman Rushdie,9780099578512,647,3.99,83826,4271,91905,5440,2
Last Man Standing,David Baldacci,9780446611770,640,4.05,39793,688,41413,796,2
Last Man Standing,David Baldacci,9780743428958,548,4.05,55,6,41413,796,2
Last Man Standing,David Baldacci,9780330419703,556,4.05,106,15,41413,796,2
Plain Truth,Jodi Picoult,9780743275019,405,3.97,139141,5642,145997,6614,2
Vanishing Acts,Jodi Picoult,9780743454551,426,3.69,85123,3831,86940,4090,7
Nineteen Minutes,Jodi Picoult,9780743496728,440,4.12,262509,13166,272701,14689,6
The Pact,Jodi Picoult,9780340838037,480,4.01,970,113,247614,9634,6
Plain Truth,Jodi Picoult,9781741140378,416,3.97,189,17,145997,6614,2
Harvesting the Heart,Jodi Picoult,9781741142396,468,3.6,72,2,40834,2638,7
Joy in the Morning,Betty  Smith,9780060956868,296,3.9,5559,598,5760,623,2
A Tree Grows in Brooklyn,Betty  Smith,9780061120077,496,4.26,326733,15400,333330,17523,6
A Tree Grows in Brooklyn,Betty  Smith,9780061120077,496,4.26,326733,15400,333551,17543,6
A Tree Grows in Brooklyn,Betty  Smith,9780061120077,496,4.26,326733,15400,333560,17544,6
The Complete Novels,Jane Austen,9780140259445,1344,4.55,20062,355,23600,613,4
Pride and Prejudice,Jane Austen,9780708982280,533,4.25,18,5,2454879,54359,8
Pride and Prejudice,Jane Austen,9780708982280,533,4.25,18,5,2455055,54361,8
Pride and Prejudice,Jane Austen,9780708982280,533,4.25,18,5,2455128,54363,8
Pride and Prejudice,Jane Austen,9780708982280,533,4.25,18,5,2455379,54368,8
Pride and Prejudice,Jane Austen,9780708982280,533,4.25,18,5,2455518,54371,8
Pride and Prejudice,Jane Austen,9780708982280,533,4.25,18,5,2455623,54371,8
Pride and Prejudice,Jane Austen,9780708982280,533,4.25,18,5,2455767,54375,8
Emma,Jane Austen,9781587263965,424,3.99,83,6,546179,13332,6
Emma,Jane Austen,9781587263965,424,3.99,83,6,546252,13338,6
Who's Afraid of Virginia Woolf?,Edward Albee,9780451218599,272,4.08,52846,983,55105,1271,4
A Room of One's Own,Virginia Woolf,9781568493664,125,4.13,27,4,85961,4808,4
The Autobiography of Alice B. Toklas,Gertrude Stein,9780141185361,272,3.59,233,29,7221,574,7
Eden Close,Anita Shreve,9780156031332,265,3.66,8472,427,9087,495,7
The Time Traveler's Wife,Audrey Niffenegger,9780224073080,519,3.96,1783,368,1408408,45162,5
Spook: Science Tackles the Afterlife,Mary Roach,9780393329124,311,3.58,29027,2338,30147,2522,7
Art and Lies,Jeanette Winterson,9780679762706,240,3.87,3407,138,3664,164,2
Weight: The Myth of Atlas and Heracles,Jeanette Winterson,9781841957180,151,3.77,4154,372,4697,476,2
The Passion,Jeanette Winterson,9780802135223,176,4.11,14948,959,16377,1160,4
The Passion,Jeanette Winterson,9780802135223,176,4.11,14948,959,16380,1160,4
Sexing the Cherry,Jeanette Winterson,9780802135780,167,3.83,11567,596,13082,802,2
Written on the Body,Jeanette Winterson,9780679744474,192,4.07,20182,1340,21574,1514,4
Written on the Body,Jeanette Winterson,9780679744474,192,4.07,20182,1340,21582,1515,4
Five Quarters of the Orange,Joanne Harris,9780060958022,307,3.85,25552,1896,28626,2222,2
Five Quarters of the Orange,Joanne Harris,9780061214608,336,3.85,575,74,28626,2222,2
Blackberry Wine,Joanne Harris,9780380815920,368,3.79,10435,599,12010,766,2
Gentlemen and Players,Joanne Harris,9780060559144,422,3.9,10140,1168,12461,1484,2
Blackberry Wine,Joanne Harris,9780552998000,334,3.79,484,51,12010,766,2
Saving Faith,David Baldacci,9780446608893,528,3.86,14862,618,17341,703,2
Absolute Power,David Baldacci,9780330419642,550,4.16,79864,1313,82471,1553,4
Total Control,David Baldacci,9780330419659,613,4.08,84,6,29062,743,4
A Girl Named Zippy,Haven Kimmel,9780965030069,275,3.79,29996,3322,32059,3660,2
The Used World,Haven Kimmel,9780743247788,308,3.63,1377,246,1440,256,7
The Complete Maus,Art Spiegelman,9780141014081,296,4.55,100212,5436,100516,5760,4
Exquisite Corpse,Poppy Z. Brite,9780684836270,240,3.79,7783,542,8429,616,2
This Side of Paradise,F. Scott Fitzgerald,9781406944730,305,3.67,315,20,52228,3082,7
The Visual Display of Quantitative Information,Edward R. Tufte,9780961392147,197,4.41,6296,440,6300,429,4
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,9780141001821,302,4.16,68051,4731,69434,5088,4
Accelerando,Charles Stross,9780441014156,415,3.88,16083,944,17044,1051,2
The Real Thing,Tom Stoppard,9780571125296,112,3.94,3469,134,3522,148,2
Arcadia,Tom Stoppard,9781568651378,97,4.19,48,3,17567,842,4
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,9780618619160,688,4.13,18593,581,19002,673,4
The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,9780385495325,412,4.31,15078,932,17330,1059,4
Life at Blandings,P.G. Wodehouse,9780140059038,608,4.34,2613,46,2829,67,4
A Damsel in Distress,P.G. Wodehouse,9781406953213,216,4.08,3385,337,4474,465,4
Cocktail Time,P.G. Wodehouse,9781585675746,304,4.14,644,50,1586,163,4
'Salem's Lot,Stephen King,9780671039745,631,4.01,3386,357,274373,7453,2
'Salem's Lot,Stephen King,9780671039745,631,4.01,3386,357,274628,7472,2
'Salem's Lot,Stephen King,9780671039745,631,4.01,3386,357,274667,7475,2
Great Expectations,Charles Dickens,9780140620160,443,3.76,889,61,562389,13554,6
Great Expectations,Charles Dickens,9780140620160,443,3.76,889,61,562714,13565,6
It,Stephen King,9780451169518,1090,4.23,293877,6630,612234,18294,6
It,Stephen King,9780451169518,1090,4.23,293877,6630,612564,18305,6
It,Stephen King,9780451169518,1090,4.23,293877,6630,612648,18308,6
It,Stephen King,9780451169518,1090,4.23,293877,6630,612729,18309,6
It,Stephen King,9780451169518,1090,4.23,293877,6630,612827,18310,6
It,Stephen King,9780451169518,1090,4.23,293877,6630,612747,18309,6
A Spy in the House of Love,Anaïs Nin,9780141183718,124,3.68,290,39,4848,349,7
Henry and June: From the Unexpurgated Diary of Anaïs Nin,Anaïs Nin,9780151400034,274,3.95,144,18,8979,537,2
Flowers for Algernon,Daniel Keyes,9780156030304,311,4.11,332849,9827,389448,13470,6
Flowers for Algernon,Daniel Keyes,9780156030304,311,4.11,332849,9827,389658,13477,6
Flowers for Algernon,Daniel Keyes,9780156030304,311,4.11,332849,9827,389705,13478,6
Flowers for Algernon,Daniel Keyes,9780156030304,311,4.11,332849,9827,389842,13481,6
Flowers for Algernon,Daniel Keyes,9780156030304,311,4.11,332849,9827,924,141,4
Flowers for Algernon,Daniel Keyes,9780156030304,311,4.11,332849,9827,389924,13483,6
Flowers for Algernon,Daniel Keyes,9780156030304,311,4.11,332849,9827,389924,13483,6
Flowers for Algernon,Daniel Keyes,9780435123437,218,4.11,177,19,389448,13470,6
Flowers for Algernon,Daniel Keyes,9780435123437,218,4.11,177,19,389658,13477,6
Flowers for Algernon,Daniel Keyes,9780435123437,218,4.11,177,19,389705,13478,6
Flowers for Algernon,Daniel Keyes,9780435123437,218,4.11,177,19,389842,13481,6
Flowers for Algernon,Daniel Keyes,9780435123437,218,4.11,177,19,924,141,4
Flowers for Algernon,Daniel Keyes,9780435123437,218,4.11,177,19,389924,13483,6
Flowers for Algernon,Daniel Keyes,9780435123437,218,4.11,177,19,389924,13483,6
Flowers for Algernon,Daniel Keyes,9781857989380,216,4.11,2720,315,389448,13470,6
Flowers for Algernon,Daniel Keyes,9781857989380,216,4.11,2720,315,389658,13477,6
Flowers for Algernon,Daniel Keyes,9781857989380,216,4.11,2720,315,389705,13478,6
Flowers for Algernon,Daniel Keyes,9781857989380,216,4.11,2720,315,389842,13481,6
Flowers for Algernon,Daniel Keyes,9781857989380,216,4.11,2720,315,924,141,4
Flowers for Algernon,Daniel Keyes,9781857989380,216,4.11,2720,315,389924,13483,6
Flowers for Algernon,Daniel Keyes,9781857989380,216,4.11,2720,315,389924,13483,6
Girl in Hyacinth Blue,Susan Vreeland,9780755305308,180,3.73,136,24,35496,1755,7
The Mirror of Merlin,T.A. Barron,9780441009657,288,4.06,6682,57,8001,83,2
The Wings of Merlin,T.A. Barron,9780441010240,288,4.11,6227,63,7438,93,4
Gone with the Wind,Margaret Mitchell,9780446675536,1037,4.29,964231,14834,969181,17452,1
Gone with the Wind,Margaret Mitchell,9780446675536,1037,4.29,964231,14834,969549,17460,1
Gone with the Wind,Margaret Mitchell,9780446675536,1037,4.29,964231,14834,969669,17464,1
Frankenstein Makes a Sandwich,Adam Rex,9780152057664,40,4.21,1860,266,1858,266,4
A Room of One's Own,Virginia Woolf,9780141183534,112,4.13,73875,3053,85961,4808,4
Dr. Faustus,Christopher Marlowe,9780486282084,56,3.79,43724,872,48908,1317,2
A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,9780152046828,320,3.79,4914,407,5141,434,2
Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,9780060730550,218,4.21,42264,1331,42937,1447,4
The State of the Art,Iain M. Banks,9781892389381,188,3.84,44,6,11347,464,2
Feersum Endjinn,Iain M. Banks,9780553374599,311,3.82,311,18,8590,305,2
Use of Weapons,Iain M. Banks,9780553292244,389,4.19,207,14,33011,1445,4
Shopgirl,Steve Martin,9780786866588,130,3.42,1216,148,33835,2633,7
Meeting God at Every Turn,Catherine Marshall,9780800792985,256,4.36,202,12,216,13,4
My Life,Bill Clinton,9780375414572,957,3.72,770,46,40213,1110,7
Brick Lane,Monica Ali,9780743243315,432,3.4,23142,1435,25319,1697,7
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,9780684804484,633,4.18,36288,1118,36158,1199,4
Half of a Yellow Sun,Chimamanda Ngozi Adichie,9781400044160,433,4.31,63910,5087,71531,6300,4
Half of a Yellow Sun,Chimamanda Ngozi Adichie,9781400044160,433,4.31,63910,5087,71639,6312,4
The World's Last Night: And Other Essays,C.S. Lewis,9780156027717,132,4.17,1067,114,1224,133,4
Last Night: Stories,James Salter,9781400078417,132,3.91,1753,178,2062,239,2
Sanctuary,William Faulkner,9780679748144,317,3.64,8999,524,9791,656,7
Money,Martin Amis,9780099461883,394,3.67,17211,711,17869,930,7
The Rachel Papers,Martin Amis,9780679734581,240,3.59,7900,339,8404,397,7
London Fields,Martin Amis,9780099748618,526,3.73,8379,509,9519,654,7
Orlando,Virginia Woolf,9780141184272,228,3.86,39204,1862,45065,2673,2
Orlando,Virginia Woolf,9780141184272,228,3.86,39204,1862,45097,2674,2
The Common Reader,Virginia Woolf,9780156027786,272,4.17,1090,49,1230,69,4
The Rum Diary,Hunter S. Thompson,9780684856476,224,3.82,43921,1646,46665,1935,2
Better Than Sex: Confessions of a Political Junkie,Hunter S. Thompson,9780345396358,272,3.76,4305,146,4441,162,2
The Parallax View,Slavoj Žižek,9780262240512,433,4.01,984,48,1050,51,2
The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,9780262740258,196,3.83,617,42,626,44,2
Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,9781580628365,288,3.84,9515,884,10944,1124,2
Confessions of an Ugly Stepsister,Gregory Maguire,9780060987527,372,3.52,53017,3309,54453,3501,7
Homicide: A Year on the Killing Streets,David Simon,9780805080759,646,4.38,11592,807,13303,989,4
Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,9781880656419,240,3.94,301,18,276,17,2
I Am the Messenger,Markus Zusak,9780375836671,357,4.08,106498,11074,116027,12574,6
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1485632,100821,3
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1486192,100848,3
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1486272,100851,3
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1486272,100851,3
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1486487,100864,3
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1486372,100855,3
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1486582,100867,3
The Book Thief,Markus Zusak,9780375831003,552,4.37,1410666,84237,1486841,100889,3
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1485632,100821,8
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1486192,100848,8
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1486272,100851,8
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1486272,100851,8
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1486487,100864,8
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1486372,100855,8
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1486582,100867,8
The Book Thief,Markus Zusak,9780330423304,584,4.37,4088,756,1486841,100889,8
Madame Bovary,Gustave Flaubert,9780140621792,362,3.66,292,32,209776,8617,7
Madame Bovary,Gustave Flaubert,9780140621792,362,3.66,292,32,209794,8618,7
Madame Bovary,Gustave Flaubert,9780140621792,362,3.66,292,32,209803,8618,7
Politics,Aristotle,9780486414249,368,3.93,25018,247,26507,362,2
Silas Marner,George Eliot,9781591940487,279,3.63,164,6,62322,3008,7
'Salem's Lot,Stephen King,9780451098276,817,4.01,14,3,274373,7453,2
'Salem's Lot,Stephen King,9780451098276,817,4.01,14,3,274628,7472,2
'Salem's Lot,Stephen King,9780451098276,817,4.01,14,3,274667,7475,2
In Silent Graves (Cedar Hill #1),Gary A. Braunbeck,9780843953299,378,3.8,669,83,687,94,2
Beowulf: A New Telling,Robert Nye,9780440905608,94,3.49,1615,321,1635,320,7
Death of a Naturalist,Seamus Heaney,9780571090242,57,4.29,63,11,2038,119,4
The Tale of Peter Rabbit,Beatrix Potter,9780723258735,80,4.17,32,4,180728,1681,4
The Tale of Jemima Puddle-Duck,Beatrix Potter,9780723247784,57,4.06,9246,207,8614,265,2
The Tale of the Flopsy Bunnies,Beatrix Potter,9780723247791,58,4.19,5051,125,5439,182,4
Candide,Voltaire,9780486266893,129,3.76,172319,4526,190017,6329,2
They Cage the Animals at Night,Jennings Michael Burch,9780451159410,304,4.31,7726,654,7677,656,4
Absolutely Normal Chaos,Sharon Creech,9780330397810,201,3.91,30,3,7572,543,2
Absolutely Normal Chaos,Sharon Creech,9780439470148,230,3.91,6979,476,7572,543,2
It's Kind of a Funny Story,Ned Vizzini,9780786851966,444,4.13,638,104,186355,9439,4
Be More Chill,Ned Vizzini,9780786809967,287,3.68,8686,1061,8203,1009,7
Hand to Mouth: A Chronicle of Early Failure,Paul Auster,9780312422325,176,3.62,1552,91,2201,182,7
The Book of Illusions,Paul Auster,9780571212187,336,3.87,471,58,17932,982,2
In the Country of Last Things,Paul Auster,9783425040844,188,3.91,6230,287,9125,690,2
The Music of Chance,Paul Auster,9780571203031,217,3.9,6704,234,8548,432,2
Moonraker's Bride,Madeleine Brent,9780385064453,342,4.3,225,57,2478,370,4
Moonraker's Bride,Madeleine Brent,9780285620643,352,4.3,2218,296,2478,370,4
The Schopenhauer Cure,Irvin D. Yalom,9780060938109,358,4.21,8663,418,10784,664,4
The Mandarins,Simone de Beauvoir,9780007203949,752,4.13,3084,186,3561,254,4
The Brothers K,David James Duncan,9780553378498,645,4.38,12340,1635,12524,1668,4
Where the Wild Things Are,Maurice Sendak,9780060254926,40,4.22,8504,477,707526,10364,6
Where the Wild Things Are,Maurice Sendak,9780099408390,37,4.22,713336,9878,707526,10364,1
Koko,Peter Straub,9780007103676,634,3.56,7586,183,8142,265,7
Lost Boy Lost Girl,Peter Straub,9780449149911,368,3.48,3940,288,4395,354,7
Shadowland,Peter Straub,9780425188224,468,3.91,10062,238,10416,280,2
Ghost Story,Peter Straub,9780671685638,567,3.95,59658,1413,60648,1585,2
Color: A Natural History of the Palette,Victoria Finlay,9780812971422,464,3.78,59145,533,58084,555,2
Chilly Scenes of Winter,Ann Beattie,9780679732341,288,3.91,1016,100,1128,118,2
Birds of America,Lorrie Moore,9780312241223,291,4.11,11984,933,12710,1049,4
Family Matters,Rohinton Mistry,9780375703423,500,4.01,18537,757,19084,884,2
The Echo Maker,Richard Powers,9780374146351,451,3.37,6665,1065,7383,1188,7
Power vs. Force,David R. Hawkins,9781561709335,341,4.22,6696,350,7152,394,4
The Power of Art,Simon Schama,9780061176104,448,3.88,14920,92,14417,92,2
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,9780316545563,322,3.85,9497,726,9685,762,2
The Last Lion: Winston Spencer Churchill: Visions of Glory 1874-1932,William Manchester,9780385313483,992,4.43,8986,446,9251,497,4
Bill Bryson's African Diary,Bill Bryson,9780385605144,69,3.43,252,21,7699,508,7
Some Ether,Nick Flynn,9781555973032,85,4.16,1648,86,1607,81,4
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,9780743299633,320,4.13,6627,191,6716,223,4
Shakespeare: The Invention of the Human,Harold Bloom,9781573227513,745,4.02,2930,173,3055,194,2
American Caesar: Douglas MacArthur 1880-1964,William Manchester,9780316544986,811,4.14,9837,217,10153,242,4
The Art of Seduction,Robert Greene,9781861977694,466,4.06,13029,794,13695,866,2
When Nietzsche Wept,Irvin D. Yalom,9780060748128,310,4.3,22959,941,31786,1801,4
A Rose for the Crown,Anne Easter Smith,9780743276870,672,4.02,4568,257,4593,257,2
The Capricorn Stone,Madeleine Brent,9780449201497,346,3.9,551,33,593,34,2
Golden Urchin,Madeleine Brent,9780449213896,384,4.09,59,8,1075,132,4
She Came to Stay,Simone de Beauvoir,9780006540809,416,3.9,1942,84,2810,170,2
Wanted!,Caroline B. Cooney,9780590988490,230,3.68,1924,189,1943,197,7
Rick Steves' Europe Through the Back Door,Rick Steves,9781566918084,808,4.24,3485,68,4736,162,4
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,9780787960759,227,4.02,57971,2571,56331,2610,2
The Choirboys,Joseph Wambaugh,9780752851310,368,4.06,4155,120,4568,154,2
The Blue Knight,Joseph Wambaugh,9780440215813,320,3.88,1262,40,1449,55,2
Camouflage,Joe Haldeman,9780441012527,289,3.63,4836,279,5228,297,7
Mystic River,Dennis Lehane,9780060584757,416,4.18,105317,2735,107014,3199,4
Mystic River,Dennis Lehane,9780593047507,401,4.18,43,3,107014,3199,4
Mystic River,Dennis Lehane,9780553816167,527,4.18,286,48,107014,3199,4
Shutter Island,Dennis Lehane,9780380731862,369,4.09,128927,6125,136389,7543,6
Shutter Island,Dennis Lehane,9780380731862,369,4.09,128927,6125,136481,7548,6
The Ruins,Scott B. Smith,9781400043873,319,3.54,24574,2595,26351,3051,7
The Princess Bride,William Goldman,9780345418265,398,4.26,673146,13252,685278,17221,1
The Princess Bride,William Goldman,9780345418265,398,4.26,673146,13252,685540,17231,1
The Princess Bride,William Goldman,9780345418265,398,4.26,673146,13252,685567,17233,1
Marathon Man,William Goldman,9780330247047,236,4.12,17184,302,17744,377,4
The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,9780151730858,283,4.26,451,70,685554,17232,6
First Blood,David Morrell,9780214668142,248,3.98,4,1,5513,438,2
The Sicilian,Mario Puzo,9780345441706,416,3.96,15801,475,16960,561,2
Omerta,Mario Puzo,9780345432407,369,3.7,11872,316,12548,387,7
The Godfather,Mario Puzo,9780451208446,406,4.37,97,6,288798,6804,4
Fools Die,Mario Puzo,9780451160195,544,3.71,5017,205,5257,230,7
From a Buick 8,Stephen King,9780743211376,356,3.44,51654,1249,53453,1484,7
Jurassic Park,Michael Crichton,9780345418951,400,4.01,26,4,704703,9681,6
Jurassic Park,Michael Crichton,9780345418951,400,4.01,26,4,704883,9685,6
Jurassic Park,Michael Crichton,9780345418951,400,4.01,26,4,704914,9688,6
Jurassic Park,Michael Crichton,9780345418951,400,4.01,26,4,705042,9690,6
Jurassic Park,Michael Crichton,9780345418951,400,4.01,26,4,705156,9692,6
Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,9781400044870,320,4.02,4455,485,5266,605,2
Culture and Imperialism,Edward W. Said,9780679750543,380,4.15,3905,119,4076,145,4
The Wild Trees: A Story of Passion and Daring,Richard   Preston,9781400064892,294,4.08,5255,902,5629,961,4
Strange Pilgrims,Gabriel García Márquez,9781400034697,208,4.03,6648,402,13671,925,2
The Pilot's Wife,Anita Shreve,9780349114767,293,3.52,55,5,81065,4155,7
The Zero,Jess Walter,9780060898656,336,3.5,1930,294,2245,350,7
Bravo Two Zero,Andy McNab,9780552153577,416,4.08,8706,253,10035,306,4
This Lullaby,Sarah Dessen,9780142501559,345,4.03,161054,4396,162853,4852,2
Lullabies for Little Criminals,Heather O'Neill,9780060875077,330,3.98,17511,1322,17316,1369,2
Memoirs of a Geisha,Arthur Golden,9780701169695,452,4.1,54,9,1525851,27168,5
Memoirs of a Geisha,Arthur Golden,9780701169695,452,4.1,54,9,1526205,27175,5
Memoirs of a Geisha,Arthur Golden,9780701169695,452,4.1,54,9,1526618,27192,5
Survivor,Chuck Palahniuk,9780099282648,289,3.92,49342,1647,94057,3283,2
Diary,Chuck Palahniuk,9781400032815,262,3.61,63149,2080,64723,2317,7
Rant,Chuck Palahniuk,9780385517874,320,3.82,53531,2505,56023,2828,2
Choke,Chuck Palahniuk,9780099422686,293,3.69,1457,108,171921,5615,7
Haunted,Chuck Palahniuk,9781400032822,419,3.59,75255,3663,77547,3964,7
Invisible Monsters,Chuck Palahniuk,9780099285441,297,4,54799,2252,107466,5031,2
Invisible Monsters,Chuck Palahniuk,9780099285441,297,4,54799,2252,107483,5033,2
Haunted,Chuck Palahniuk,9780224064453,416,3.59,166,15,77547,3964,7
Life After God,Douglas Coupland,9780743231510,291,3.83,9167,332,10518,446,2
The Origin of Species,Charles Darwin,9780785819110,703,3.99,73943,1265,82994,1987,2
Discourse on the Origin of Inequality,Jean-Jacques Rousseau,9780486434148,73,3.83,9630,191,11051,319,2
The Origins of Totalitarianism,Hannah Arendt,9780805242256,674,4.27,74,10,6083,394,4
The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,9780618057078,491,4.24,3258,403,3552,441,4
Shakespeare: The Invention of the Human,Harold Bloom,9780965686822,745,4.02,16,5,3055,194,2
JPod,Douglas Coupland,9781596911048,448,3.71,617,73,16074,953,7
Hairstyles of the Damned,Joe Meno,9781888451702,270,3.72,5232,472,5308,471,7
Death by Black Hole: And Other Cosmic Quandaries,Neil deGrasse Tyson,9780393062243,384,4.11,9822,552,21792,1136,4
Bookends,Jane Green,9780767907811,368,3.71,36227,812,36673,921,7
Bookends,Jane Green,9780140276527,394,3.71,313,38,36673,921,7
Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,Jane Green,9780140276909,450,3.64,669,68,106822,2556,7
The Lost Boy,Dave Pelzer,9780929099033,203,4.09,218,28,53304,2663,4
Open House,Elizabeth Berg,9780613997638,0,3.7,0,0,52057,1554,7
The Other Woman,Jane Green,9780452287143,389,3.7,28444,644,29154,735,7
Sushi for Beginners,Marian Keyes,9780718144463,448,3.69,269,28,61783,1311,7
Open House,Elizabeth Berg,9780099461265,314,3.7,61,7,52057,1554,7
Incantation,Alice Hoffman,9780316010191,166,3.87,5501,788,6650,1003,2
Practical Magic,Alice Hoffman,9780425190371,286,3.79,49141,3733,51826,4046,2
The Probable Future,Alice Hoffman,9780345455918,352,3.83,11612,948,12540,1082,2
Amerika,Franz Kafka,9780805210644,336,3.75,17134,497,19326,755,2
Galatea 2.2,Richard Powers,9780312423131,329,3.72,2063,183,2171,199,7
The Time of Our Singing,Richard Powers,9780099453833,631,4.24,1718,230,2228,314,4
Prisoner's Dilemma,Richard Powers,9780060977085,352,3.87,517,44,545,46,2
The Gold Bug Variations,Richard Powers,9780060975005,640,4.13,1383,126,1484,144,4
Time's Arrow,Martin Amis,9780679735724,165,3.74,11360,796,11705,952,7
The Buddha of Suburbia,Hanif Kureishi,9780571200436,284,3.73,362,22,12242,686,7
The Last American Man,Elizabeth Gilbert,9780142002834,271,3.8,7634,934,8066,993,2
How to Be Popular,Meg Cabot,9780060880125,288,3.54,19183,879,20258,962,7
She Went All the Way,Meg Cabot,9780060085445,357,3.69,12297,432,13486,561,7
Boy Meets Boy,David Levithan,9780375832994,185,3.84,57087,3242,57678,3531,2
The Realm of Possibility,David Levithan,9780375836572,210,3.93,14438,1176,14714,1239,2
Round Ireland with a Fridge,Tony Hawks,9780312274924,248,3.79,14661,811,15267,858,2
Tailchaser's Song,Tad Williams,9780886779535,364,3.97,9644,409,10136,495,2
Running with Scissors,Augusten Burroughs,9780312425418,315,3.71,6205,766,322813,11973,7
Lord of the Flies,William Golding,9780812416114,208,3.67,310,38,1840595,30634,5
Lord of the Flies,William Golding,9780812416114,208,3.67,310,38,1841591,30660,5
Lord of the Flies,William Golding,9780812416114,208,3.67,310,38,1841607,30660,5
